p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality_name,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
odionighalo,2019,55,188,139.0,10,13,4839.0,66,1989-06-16,181.28571428571428,74.57142857142857,Nigeria,Medium/Medium,77.28571428571429,75.28571428571429,75.42857142857143,Forward,30,,,,,,22.690564413817775,3.0,2.0,,,
olaaina,2020,22,137,2790.0,31,35,2828.0,34,1996-10-08,179.0,73.5,Nigeria,High/Medium,80.625,67.875,67.0,Defender,24,,,,,,22.93935894634999,3.5,1.0,,,
oleksandrzinchenko,2018,108,425,1213.0,14,21,4733.0,61,1996-12-15,175.0,63.142857142857146,Ukraine,Medium/Medium,71.71428571428571,60.857142857142854,74.0,Defender,22,,,,,,20.61807580174927,3.0,1.0,,,
oleksandrzinchenko,2019,105,425,1393.0,19,24,4733.0,61,1996-12-15,175.0,63.142857142857146,Ukraine,Medium/Medium,71.71428571428571,60.857142857142854,74.0,Defender,23,1213.0,14.0,86.64285714285714,108.0,14.0,20.61807580174927,3.0,1.0,1.0,425.0,108.0
oleksandrzinchenko,2020,43,425,1569.0,20,28,4733.0,61,1996-12-15,175.0,63.142857142857146,Ukraine,Medium/Medium,71.71428571428571,60.857142857142854,74.0,Defender,24,2606.0,33.0,78.96969696969697,106.5,16.5,20.61807580174927,3.0,1.0,1.0,850.0,105.0
oliverburke,2017,12,122,421.0,15,25,1746.0,40,1997-04-07,186.0,78.0,Scotland,High/Low,88.57142857142857,67.85714285714286,67.28571428571429,Midfielder,20,,,,,,22.54595907041276,3.0,3.0,,,
oliverburke,2020,9,122,1325.0,25,33,1746.0,40,1997-04-07,186.0,78.0,Scotland,High/Low,88.57142857142857,67.85714285714286,67.28571428571429,Midfielder,23,421.0,15.0,28.066666666666666,12.0,15.0,22.54595907041276,3.0,3.0,0.0,122.0,12.0
olivermcburnie,2016,11,253,102.0,5,11,4055.0,75,1996-06-04,190.14285714285714,76.14285714285714,Scotland,High/Medium,66.0,66.57142857142857,67.0,Forward,20,,,,,,21.060522330306434,3.5,2.0,,,
olivermcburnie,2020,160,253,1419.0,23,24,4055.0,75,1996-06-04,190.14285714285714,76.14285714285714,Scotland,High/Medium,66.0,66.57142857142857,67.0,Forward,24,102.0,5.0,20.4,11.0,5.0,21.060522330306434,3.5,2.0,0.0,253.0,11.0
oliverskipp,2019,25,212,97.0,7,24,343.0,15,2000-09-16,176.5,70.0,England,Medium/High,63.25,64.5,67.75,Midfielder,19,,,,,,22.47028705791717,3.5,3.0,,,
oliviergiroud,2012,6,310,2474.0,34,34,15405.0,255,1986-09-30,192.375,89.25,France,Medium/Medium,51.625,80.375,80.875,Forward,26,,,,,,24.116315624813964,3.0,2.0,,,
oliviergiroud,2014,89,310,1989.0,27,27,15405.0,255,1986-09-30,192.375,89.25,France,Medium/Medium,51.625,80.375,80.875,Forward,28,2474.0,34.0,72.76470588235294,6.0,34.0,24.116315624813964,3.0,2.0,0.0,310.0,6.0
oliviergiroud,2016,38,310,1304.0,29,32,15405.0,255,1986-09-30,192.375,89.25,France,Medium/Medium,51.625,80.375,80.875,Forward,30,4463.0,61.0,73.1639344262295,47.5,30.5,24.116315624813964,3.0,2.0,1.0,620.0,89.0
oliviergiroud,2017,49,310,1109.0,29,31,15405.0,255,1986-09-30,192.375,89.25,France,Medium/Medium,51.625,80.375,80.875,Forward,31,5767.0,90.0,64.07777777777778,44.333333333333336,30.0,24.116315624813964,3.0,2.0,1.0,930.0,38.0
oliviergiroud,2018,20,310,942.0,27,36,15405.0,255,1986-09-30,192.375,89.25,France,Medium/Medium,51.625,80.375,80.875,Forward,32,6876.0,119.0,57.78151260504202,45.5,29.75,24.116315624813964,3.0,2.0,1.0,1240.0,49.0
oliviergiroud,2019,70,310,1029.0,18,25,15405.0,255,1986-09-30,192.375,89.25,France,Medium/Medium,51.625,80.375,80.875,Forward,33,7818.0,146.0,53.54794520547945,40.4,29.2,24.116315624813964,3.0,2.0,0.0,1550.0,20.0
omarelabdellaoui,2016,42,696,646.0,8,10,646.0,8,1991-12-05,178.42857142857142,73.28571428571429,Norway,High/Medium,82.42857142857143,69.0,73.57142857142857,Defender,25,,,,,,23.01921601332307,3.5,1.0,,,
oskarbuur,2020,205,279,27.0,1,3,27.0,1,1998-03-31,178.25,68.25,Denmark,High/Medium,70.75,52.75,57.5,Defender,22,,,,,,21.480460059523693,3.5,1.0,,,
ovieejaria,2016,79,184,16.0,2,10,16.0,2,1997-11-18,184.6,74.6,England,High/Medium,71.2,64.4,70.2,Midfielder,19,,,,,,21.89149565280675,3.5,3.0,,,
ozankabak,2020,27,269,838.0,9,10,838.0,9,2000-03-25,186.0,81.75,Turkey,Medium/Medium,66.75,72.5,71.75,Defender,20,,,,,,23.629899410336453,3.0,1.0,,,
pablozabaleta,2009,11,140,2253.0,27,34,25850.0,303,1985-01-16,178.0,75.0,Argentina,High/High,62.666666666666664,78.16666666666667,79.33333333333333,Defender,24,,,,,,23.671253629592222,4.0,1.0,,,
pablozabaleta,2011,14,140,1639.0,21,34,25850.0,303,1985-01-16,178.0,75.0,Argentina,High/High,62.666666666666664,78.16666666666667,79.33333333333333,Defender,26,2253.0,27.0,83.44444444444444,11.0,27.0,23.671253629592222,4.0,1.0,0.0,140.0,11.0
pablozabaleta,2012,10,140,2792.0,30,33,25850.0,303,1985-01-16,178.0,75.0,Argentina,High/High,62.666666666666664,78.16666666666667,79.33333333333333,Defender,27,3892.0,48.0,81.08333333333333,12.5,24.0,23.671253629592222,4.0,1.0,0.0,280.0,14.0
pablozabaleta,2013,7,140,3254.0,35,36,25850.0,303,1985-01-16,178.0,75.0,Argentina,High/High,62.666666666666664,78.16666666666667,79.33333333333333,Defender,28,6684.0,78.0,85.6923076923077,11.666666666666666,26.0,23.671253629592222,4.0,1.0,0.0,420.0,10.0
pablozabaleta,2015,98,140,1122.0,13,25,25850.0,303,1985-01-16,178.0,75.0,Argentina,High/High,62.666666666666664,78.16666666666667,79.33333333333333,Defender,30,9938.0,113.0,87.94690265486726,10.5,28.25,23.671253629592222,4.0,1.0,0.0,560.0,7.0
patriceevra,2008,26,106,2531.0,28,29,24482.0,278,1981-05-15,173.5,75.25,France,Medium/High,76.25,74.25,80.75,Defender,27,,,,,,24.998131368917605,3.5,1.0,,,
patrickcutrone,2020,4,20,33.0,2,3,365.0,14,1998-01-03,183.0,78.4,Italy,High/Medium,72.2,68.2,73.4,Forward,22,,,,,,23.41067216100809,3.5,2.0,,,
patrickvanaanholt,2010,24,308,0.0,0,12,18727.0,213,1990-08-29,175.625,67.0,Netherlands,High/Medium,87.375,71.375,74.875,Defender,20,,,,,,21.722115981307223,3.5,1.0,,,
patrickvanaanholt,2014,59,308,2441.0,28,28,18727.0,213,1990-08-29,175.625,67.0,Netherlands,High/Medium,87.375,71.375,74.875,Defender,24,0.0,0.0,,24.0,0.0,21.722115981307223,3.5,1.0,0.0,308.0,24.0
patrickvanaanholt,2016,38,308,2638.0,32,33,18727.0,213,1990-08-29,175.625,67.0,Netherlands,High/Medium,87.375,71.375,74.875,Defender,26,2441.0,28.0,87.17857142857143,41.5,14.0,21.722115981307223,3.5,1.0,1.0,616.0,59.0
patrickvanaanholt,2017,28,308,2305.0,28,36,18727.0,213,1990-08-29,175.625,67.0,Netherlands,High/Medium,87.375,71.375,74.875,Defender,27,5079.0,60.0,84.65,40.333333333333336,20.0,21.722115981307223,3.5,1.0,1.0,924.0,38.0
patrickvanaanholt,2019,50,308,2636.0,29,29,18727.0,213,1990-08-29,175.625,67.0,Netherlands,High/Medium,87.375,71.375,74.875,Defender,29,7384.0,88.0,83.9090909090909,37.25,22.0,21.722115981307223,3.5,1.0,0.0,1232.0,28.0
patrickvanaanholt,2020,92,308,1880.0,22,33,18727.0,213,1990-08-29,175.625,67.0,Netherlands,High/Medium,87.375,71.375,74.875,Defender,30,10020.0,117.0,85.64102564102564,39.8,23.4,21.722115981307223,3.5,1.0,1.0,1540.0,50.0
pauldummett,2013,10,993,1178.0,18,27,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,22,,,,,,23.739138224491622,3.5,1.0,,,
pauldummett,2014,166,993,2219.0,25,27,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,23,1178.0,18.0,65.44444444444444,10.0,18.0,23.739138224491622,3.5,1.0,0.0,993.0,10.0
pauldummett,2015,87,993,1986.0,23,24,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,24,3397.0,43.0,79.0,88.0,21.5,23.739138224491622,3.5,1.0,1.0,1986.0,166.0
pauldummett,2017,116,993,1693.0,20,22,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,26,5383.0,66.0,81.56060606060606,87.66666666666667,22.0,23.739138224491622,3.5,1.0,1.0,2979.0,87.0
pauldummett,2018,96,993,2112.0,26,28,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,27,7076.0,86.0,82.27906976744185,94.75,21.5,23.739138224491622,3.5,1.0,1.0,3972.0,116.0
pauldummett,2019,300,993,1297.0,16,19,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,28,9188.0,112.0,82.03571428571429,95.0,22.4,23.739138224491622,3.5,1.0,1.0,4965.0,96.0
pauldummett,2020,61,993,1321.0,15,20,11806.0,143,1991-09-26,183.0,79.5,Wales,High/Medium,65.75,70.625,71.875,Defender,29,10485.0,128.0,81.9140625,129.16666666666666,21.333333333333332,23.739138224491622,3.5,1.0,1.0,5958.0,300.0
paulogazzaniga,2012,19,19,855.0,9,14,4019.0,43,1992-01-02,196.0,90.0,Argentina,Medium/Medium,,,70.625,Goalkeeper,20,,,,,,23.427738442315704,3.0,0.0,,,
paulpogba,2016,18,958,2749.0,30,31,11544.0,137,1993-03-15,190.25,83.0,France,High/Medium,74.625,86.5,86.625,Midfielder,23,,,,,,22.931304511492417,3.5,3.0,,,
paulpogba,2017,63,958,2277.0,27,27,11544.0,137,1993-03-15,190.25,83.0,France,High/Medium,74.625,86.5,86.625,Midfielder,24,2749.0,30.0,91.63333333333334,18.0,30.0,22.931304511492417,3.5,3.0,0.0,958.0,18.0
paulpogba,2018,29,958,3160.0,35,37,11544.0,137,1993-03-15,190.25,83.0,France,High/Medium,74.625,86.5,86.625,Midfielder,25,5026.0,57.0,88.17543859649123,40.5,28.5,22.931304511492417,3.5,3.0,1.0,1916.0,63.0
paulpogba,2019,288,958,1270.0,16,16,11544.0,137,1993-03-15,190.25,83.0,France,High/Medium,74.625,86.5,86.625,Midfielder,26,8186.0,92.0,88.97826086956522,36.666666666666664,30.666666666666668,22.931304511492417,3.5,3.0,0.0,2874.0,29.0
paulpogba,2020,59,958,2006.0,26,29,11544.0,137,1993-03-15,190.25,83.0,France,High/Medium,74.625,86.5,86.625,Midfielder,27,9456.0,108.0,87.55555555555556,99.5,27.0,22.931304511492417,3.5,3.0,1.0,3832.0,288.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Forward,28,,,,,,24.161722462347985,3.0,2.0,,,
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Goalkeeper,28,2375.0,25.0,95.0,12.0,25.0,24.161722462347985,3.0,0.0,0.0,357.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Defender,28,4750.0,50.0,95.0,12.0,25.0,24.161722462347985,3.0,1.0,0.0,714.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Forward,29,7125.0,75.0,95.0,12.0,25.0,23.836734693877553,3.5,2.0,0.0,1071.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Goalkeeper,29,9500.0,100.0,95.0,12.0,25.0,23.836734693877553,3.5,0.0,0.0,1428.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Defender,29,11875.0,125.0,95.0,12.0,25.0,23.836734693877553,3.5,1.0,0.0,1785.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Forward,25,14250.0,150.0,95.0,12.0,25.0,22.281479777760207,3.0,2.0,0.0,2142.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Goalkeeper,25,16625.0,175.0,95.0,12.0,25.0,22.281479777760207,3.0,0.0,0.0,2499.0,12.0
paulrobinson,2007,12,357,2375.0,25,33,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Defender,25,19000.0,200.0,95.0,12.0,25.0,22.281479777760207,3.0,1.0,0.0,2856.0,12.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Forward,29,21375.0,225.0,95.0,12.0,25.0,24.161722462347985,3.0,2.0,0.0,3213.0,12.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Goalkeeper,29,27884.0,295.0,94.52203389830508,13.2,29.5,24.161722462347985,3.0,0.0,0.0,3570.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Defender,29,34393.0,365.0,94.22739726027397,14.181818181818182,33.18181818181818,24.161722462347985,3.0,1.0,0.0,3927.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Forward,30,40902.0,435.0,94.02758620689656,15.0,36.25,23.836734693877553,3.5,2.0,0.0,4284.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Goalkeeper,30,47411.0,505.0,93.88316831683169,15.692307692307692,38.84615384615385,23.836734693877553,3.5,0.0,0.0,4641.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Defender,30,53920.0,575.0,93.77391304347826,16.285714285714285,41.07142857142857,23.836734693877553,3.5,1.0,0.0,4998.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Forward,26,60429.0,645.0,93.68837209302326,16.8,43.0,22.281479777760207,3.0,2.0,0.0,5355.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Goalkeeper,26,66938.0,715.0,93.61958041958042,17.25,44.6875,22.281479777760207,3.0,0.0,0.0,5712.0,24.0
paulrobinson,2008,24,357,6509.0,70,70,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Defender,26,73447.0,785.0,93.56305732484077,17.647058823529413,46.1764705882353,22.281479777760207,3.0,1.0,0.0,6069.0,24.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Forward,30,79956.0,855.0,93.51578947368421,18.0,47.5,24.161722462347985,3.0,2.0,0.0,6426.0,24.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Goalkeeper,30,85524.0,915.0,93.46885245901639,17.94736842105263,48.1578947368421,24.161722462347985,3.0,0.0,0.0,6783.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Defender,30,91092.0,975.0,93.42769230769231,17.9,48.75,24.161722462347985,3.0,1.0,0.0,7140.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Forward,31,96660.0,1035.0,93.3913043478261,17.857142857142858,49.285714285714285,23.836734693877553,3.5,2.0,0.0,7497.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Goalkeeper,31,102228.0,1095.0,93.35890410958905,17.818181818181817,49.77272727272727,23.836734693877553,3.5,0.0,0.0,7854.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Defender,31,107796.0,1155.0,93.32987012987013,17.782608695652176,50.21739130434783,23.836734693877553,3.5,1.0,0.0,8211.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Forward,27,113364.0,1215.0,93.3037037037037,17.75,50.625,22.281479777760207,3.0,2.0,0.0,8568.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Goalkeeper,27,118932.0,1275.0,93.28,17.72,51.0,22.281479777760207,3.0,0.0,0.0,8925.0,17.0
paulrobinson,2009,17,357,5568.0,60,67,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Defender,27,124500.0,1335.0,93.25842696629213,17.692307692307693,51.34615384615385,22.281479777760207,3.0,1.0,0.0,9282.0,17.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Forward,31,130068.0,1395.0,93.23870967741935,17.666666666666668,51.666666666666664,24.161722462347985,3.0,2.0,0.0,9639.0,17.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Goalkeeper,31,136763.0,1466.0,93.28990450204638,17.857142857142858,52.357142857142854,24.161722462347985,3.0,0.0,0.0,9996.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Defender,31,143458.0,1537.0,93.33636955107352,18.03448275862069,53.0,24.161722462347985,3.0,1.0,0.0,10353.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Forward,32,150153.0,1608.0,93.37873134328358,18.2,53.6,23.836734693877553,3.5,2.0,0.0,10710.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Goalkeeper,32,156848.0,1679.0,93.41751042287076,18.35483870967742,54.16129032258065,23.836734693877553,3.5,0.0,0.0,11067.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Defender,32,163543.0,1750.0,93.45314285714285,18.5,54.6875,23.836734693877553,3.5,1.0,0.0,11424.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Forward,28,170238.0,1821.0,93.48599670510708,18.636363636363637,55.18181818181818,22.281479777760207,3.0,2.0,0.0,11781.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Goalkeeper,28,176933.0,1892.0,93.51638477801268,18.764705882352942,55.64705882352941,22.281479777760207,3.0,0.0,0.0,12138.0,23.0
paulrobinson,2010,23,357,6695.0,71,73,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Defender,28,183628.0,1963.0,93.54457463066734,18.885714285714286,56.08571428571429,22.281479777760207,3.0,1.0,0.0,12495.0,23.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Forward,32,190323.0,2034.0,93.570796460177,19.0,56.5,24.161722462347985,3.0,2.0,0.0,12852.0,23.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Goalkeeper,32,195058.0,2085.0,93.55299760191846,18.72972972972973,56.351351351351354,24.161722462347985,3.0,0.0,0.0,13209.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1979-10-15,193.0,90.0,England,Medium/Medium,,,70.0,Defender,32,199793.0,2136.0,93.53604868913858,18.473684210526315,56.21052631578947,24.161722462347985,3.0,1.0,0.0,13566.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Forward,33,204528.0,2187.0,93.519890260631,18.23076923076923,56.07692307692308,23.836734693877553,3.5,2.0,0.0,13923.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Goalkeeper,33,209263.0,2238.0,93.50446827524576,18.0,55.95,23.836734693877553,3.5,0.0,0.0,14280.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1978-12-14,175.0,73.0,England,Medium/High,30.75,70.25,66.75,Defender,33,213998.0,2289.0,93.48973350808213,17.78048780487805,55.829268292682926,23.836734693877553,3.5,1.0,0.0,14637.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Forward,29,218733.0,2340.0,93.47564102564102,17.571428571428573,55.714285714285715,22.281479777760207,3.0,2.0,0.0,14994.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Goalkeeper,29,223468.0,2391.0,93.46214972814722,17.372093023255815,55.604651162790695,22.281479777760207,3.0,0.0,0.0,15351.0,9.0
paulrobinson,2011,9,357,4735.0,51,56,50938.0,545,1982-01-07,186.5,77.5,England,Medium/Medium,50.25,71.25,65.75,Defender,29,228203.0,2442.0,93.44922194922195,17.181818181818183,55.5,22.281479777760207,3.0,1.0,0.0,15708.0,9.0
percytau,2020,19,118,112.0,3,16,112.0,3,1994-05-13,169.75,65.0,South Africa,High/Medium,78.75,46.0,75.0,Forward,26,,,,,,22.55764671688635,3.5,2.0,,,
permertesacker,2011,91,768,1915.0,21,22,14451.0,156,1984-09-29,198.0,90.0,Germany,Low/Medium,29.0,74.0,82.5,Defender,27,,,,,,22.95684113865932,2.5,1.0,,,
permertesacker,2015,21,768,2236.0,24,31,14451.0,156,1984-09-29,198.0,90.0,Germany,Low/Medium,29.0,74.0,82.5,Defender,31,1915.0,21.0,91.19047619047619,91.0,21.0,22.95684113865932,2.5,1.0,1.0,768.0,91.0
permertesacker,2016,380,768,42.0,1,4,14451.0,156,1984-09-29,198.0,90.0,Germany,Low/Medium,29.0,74.0,82.5,Defender,32,4151.0,45.0,92.24444444444444,56.0,22.5,22.95684113865932,2.5,1.0,0.0,1536.0,21.0
petercrouch,2011,2,29,2905.0,33,34,30289.0,466,1981-01-30,201.0,80.4,England,Medium/Medium,44.8,67.8,74.8,Forward,30,,,,,,19.900497512437816,3.0,2.0,,,
petercrouch,2015,27,29,511.0,11,33,30289.0,466,1981-01-30,201.0,80.4,England,Medium/Medium,44.8,67.8,74.8,Forward,34,2905.0,33.0,88.03030303030303,2.0,33.0,19.900497512437816,3.0,2.0,0.0,29.0,2.0
petrcech,2006,91,410,1810.0,20,20,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,24,,,,,,23.427738442315704,3.0,0.0,,,
petrcech,2007,67,410,2439.0,26,26,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,25,1810.0,20.0,90.5,91.0,20.0,23.427738442315704,3.0,0.0,1.0,410.0,91.0
petrcech,2008,17,410,3325.0,35,35,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,26,4249.0,46.0,92.3695652173913,79.0,23.0,23.427738442315704,3.0,0.0,1.0,820.0,67.0
petrcech,2009,24,410,3230.0,34,34,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,27,7574.0,81.0,93.50617283950618,58.333333333333336,27.0,23.427738442315704,3.0,0.0,0.0,1230.0,17.0
petrcech,2010,24,410,3610.0,38,38,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,28,10804.0,115.0,93.94782608695652,49.75,28.75,23.427738442315704,3.0,0.0,0.0,1640.0,24.0
petrcech,2012,3,410,3370.0,36,36,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,30,14414.0,153.0,94.20915032679738,44.6,30.6,23.427738442315704,3.0,0.0,0.0,2050.0,24.0
petrcech,2013,84,410,3230.0,34,34,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,31,17784.0,189.0,94.0952380952381,37.666666666666664,31.5,23.427738442315704,3.0,0.0,0.0,2460.0,3.0
petrcech,2014,14,410,641.0,7,36,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,32,21014.0,223.0,94.23318385650224,44.285714285714285,31.857142857142858,23.427738442315704,3.0,0.0,1.0,2870.0,84.0
petrcech,2015,28,410,3230.0,34,36,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,33,21655.0,230.0,94.15217391304348,40.5,28.75,23.427738442315704,3.0,0.0,0.0,3280.0,14.0
petrcech,2016,30,410,3268.0,35,35,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,34,24885.0,264.0,94.26136363636364,39.111111111111114,29.333333333333332,23.427738442315704,3.0,0.0,0.0,3690.0,28.0
petrcech,2018,28,410,663.0,7,36,41763.0,443,1982-05-20,196.0,90.0,Czech Republic,Medium/Medium,,,85.2,Goalkeeper,36,28153.0,299.0,94.1571906354515,38.2,29.9,23.427738442315704,3.0,0.0,1.0,4100.0,30.0
philbardsley,2008,5,266,2599.0,28,35,25486.0,303,1985-06-28,180.0,76.5,Scotland,Medium/Medium,57.625,74.5,71.875,Defender,23,,,,,,23.61111111111111,3.0,1.0,,,
philbardsley,2010,21,266,2973.0,34,38,25486.0,303,1985-06-28,180.0,76.5,Scotland,Medium/Medium,57.625,74.5,71.875,Defender,25,2599.0,28.0,92.82142857142857,5.0,28.0,23.61111111111111,3.0,1.0,0.0,266.0,5.0
philbardsley,2011,5,266,2600.0,31,31,25486.0,303,1985-06-28,180.0,76.5,Scotland,Medium/Medium,57.625,74.5,71.875,Defender,26,5572.0,62.0,89.87096774193549,13.0,31.0,23.61111111111111,3.0,1.0,0.0,532.0,21.0
